id,name,price,description,restaurant_id
304,Espresso Macchiato Triple,4.99,Our rich espresso marked with dollop of steamed milk and foam. A European-style classic.,13
305,Espresso Macchiato Quad,4.99,Our rich espresso marked with dollop of steamed milk and foam. A European-style classic.,13
306,Iced Shaken Espresso (Grande),4.99,"Made with the rich, full-bodied espresso you love—then shaken, chilled and mellowed with sweetness and a touch of milk to create a delightfully and deliciously convenient on-the-go drink.",13
307,Steamed Milk (Grande),4.99,"Enjoy a warm cup of skim, 2%, soy, almond or coconutmilk steamed for your sipping pleasure.",13
308,Steamed Milk (Kids),4.99,"Enjoy a warm cup of skim, 2%, soy, almond or coconutmilk steamed for your sipping pleasure.",13
309,Pumpkin Spice Creme (Grande),4.99,"We combine steamed milk with flavors of pumpkin, cinnamon, nutmeg and clove, then top it all off with whipped cream to create this amazing, coffee-free fall favorite.",13
310,Iced Pumpkin Spice Latte (Grande),4.99,"Our signature espresso and milk—with the celebrated flavor combination of pumpkin, cinnamon, nutmeg and clove—served over ice. Enjoy it topped with whipped cream and real pumpkin-pie spices.",13
311,Pumpkin Spice Latte (Grande),4.99,"Our signature espresso and steamed milk with the celebrated flavor combination of pumpkin, cinnamon, nutmeg and clove. Enjoy it topped with whipped cream and real pumpkin-pie spices.",13
312,Tazo® Black Shaken Iced Tea,4.99,"Black tea with a hint of citrus fruit essence, lightly sweetened and hand-shaken with ice.",13
313,Tazo® Black Shaken Iced Tea,4.99,"Black tea with a hint of citrus fruit essence, lightly sweetened and hand-shaken with ice.",13
314,Tazo® Black Shaken Iced Tea (Grande),4.99,Premium black tea sweetened just right and shaken with ice to create an ideal iced tea—a rich and flavorful black tea journey awaits you.,13
315,Tazo® Black Shaken Iced Tea,4.99,"Black tea with a hint of citrus fruit essence, lightly sweetened and hand-shaken with ice.",13
316,Tazo® Black Shaken Iced Tea Lemonade,4.99,Fine black teas mixed with refreshing lemonade and lightly sweetened.,13
317,Tazo® Black Shaken Iced Tea Lemonade (Grande),4.99,"Premium black tea sweetened just right, then shaken with refreshing lemonade and ice for this Arnold Palmer-inspired beverage. A distinguished, satisfying treat.",13
318,Tazo® Black Shaken Iced Tea Lemonade,4.99,Fine black teas mixed with refreshing lemonade and lightly sweetened.,13
319,Tazo® Black Shaken Iced Tea Lemonade,4.99,Fine black teas mixed with refreshing lemonade and lightly sweetened.,13
320,Chai Tea Latte,4.99,"Black tea infused with cinnamon, clove and other warming spices is combined with steamed milk and topped with foam for the perfect balance of sweet and spicy. An iconic chai cup.",13
321,Tazo® Earl Grey Brewed Tea,4.99,A traditional black tea scented with the essence of Bergamot.,13
322,Tazo® Earl Grey Brewed Tea,4.99,A traditional black tea scented with the essence of Bergamot.,13
323,Tazo® Earl Grey Brewed Tea,4.99,A traditional black tea scented with the essence of Bergamot.,13
324,Tazo® Earl Grey Brewed Tea,4.99,A traditional black tea scented with the essence of Bergamot.,13
325,Tazo® Full Leaf Chai Tea,4.99,A satisfyingly rich blend of black teas and exotic spices.,13
326,Tazo® Full Leaf Chai Tea,4.99,A satisfyingly rich blend of black teas and exotic spices.,13
327,Tazo® Full Leaf Chai Tea,4.99,A satisfyingly rich blend of black teas and exotic spices.,13
328,Tazo® Full Leaf Chai Tea,4.99,A satisfyingly rich blend of black teas and exotic spices.,13
329,Tazo® Iced Chai Tea Latte,4.99,"Black tea infused with cardamom, cinnamon, black pepper and star anise added to milk and ice.",13
330,Iced Chai Tea Latte (Grande),4.99,"Black tea infused with cinnamon, clove, and other warming spices are combined with milk and ice for the perfect balance of sweet and spicy.",13
331,Tazo® Iced Chai Tea Latte,4.99,"Black tea infused with cardamom, cinnamon, black pepper and star anise added to milk and ice.",13
332,Tazo® Shaken Iced Green Tea,4.99,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",13
333,Tazo® Shaken Iced Green Tea,4.99,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",13
334,Tazo® Shaken Iced Green Tea,4.99,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",13
335,Tazo® Shaken Iced Green Tea,4.99,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",13
336,Tazo® Shaken Iced Green Tea Lemonade,4.99,"Green Tea and lemonade, lightly sweetened and hand-shaken with ice",13
337,Tazo® Shaken Iced Green Tea Lemonade,4.99,"Green Tea and lemonade, lightly sweetened and hand-shaken with ice",13
338,Tazo® Shaken Iced Green Tea Lemonade,4.99,"Green Tea and lemonade, lightly sweetened and hand-shaken with ice",13
339,Tazo® Shaken Iced Green Tea Lemonade,4.99,"Green Tea and lemonade, lightly sweetened and hand-shaken with ice",13
340,Tazo® Shaken Iced Passion Tea,4.99,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",13
341,Tazo® Shaken Iced Passion Tea,4.99,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",13
342,Tazo® Shaken Iced Passion Tea,4.99,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",13
343,Tazo® Shaken Iced Passion Tea,4.99,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",13
344,Tazo® Shaken Iced Passion Tea Lemonade,4.99,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",13
345,Tazo® Shaken Iced Passion Tea Lemonade,4.99,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",13
346,Tazo® Shaken Iced Passion Tea Lemonade,4.99,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",13
347,Tazo® Shaken Iced Passion Tea Lemonade,4.99,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",13
348,Jade Citrus Mint Green Tea (Grande),4.99,"Green tea, lemon verbena, lemongrass and a hint of spearmint mingle for a bright, refreshing, citrusy green tea experience.",13
349,Iced Peach Green Tea (Grande),4.99,"Green tea is layered together with flavors of spearmint, lemon verbena and lemongrass for a taste that’s really peachy keen.",13
350,Iced Peach Green Tea Lemonade (Grande),4.99,"Green tea is layered together with flavors of spearmint, lemon verbena, lemongrass and a splash of lemonade over ice for a patio-ready refreshment of surprise and delight.",13
351,Iced Matcha Tea Latte (Grande),4.99,Smooth and creamy matcha sweetened just right and served with milk over ice. Green has never tasted so good.,13
352,Matcha Tea Latte (Grande),4.99,Smooth and creamy matcha sweetened just right and served with steamed milk. This favorite will transport your senses to pure green delight.,13
353,Tomato & Mozzarella on Focaccia,4.99,"Roasted tomatoes, mozzarella, spinach and basil pesto layered on toasted focaccia bread. - VEGETARIAN",13
354,Turkey Pesto Panini,4.99,Sliced turkey and melty provolone cheese are stacked on our toasted focaccia roll and topped with fire-roasted peppers and basil pesto. It's a party in a panini.,13
355,Crispy Grilled Cheese on Sourdough,4.99,"A blend of white Cheddar and mozzarella cheeses on sourdough bread, topped with a Parmesan butter spread. - VEGETARIAN",13
356,Teavana Ice Tea Lemonade Trenta,4.99,Trenta,13
357,Honey Citrus Mint Tea (Grande),4.99,"A customer creation so popular it’s now on the menu. Jade Citrus Mint® green tea, Peach Tranquility® herbal tea, hot water, steamed lemonade and a touch of honey mingle tastefully well together for a tea that comforts from the inside out.",13
358,Iced Matcha Lemonade (Grande),4.99,"Our finely ground Teavana® matcha green tea combined with crisp lemonade, then shaken with ice, creates a refreshingly sweet, delicious drink and a delightfully vibrant, green hue.",13
359,Teavana® London Fog Tea Latte (Grande),4.99,"Bright, citrusy spark of Italian bergamot blends with subtle hints of lavender, vanilla syrup, and steamed milk for this frothy reinvention of classic Earl Grey tea.",13
